miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-485	hg38:chr14:101055465-101055489:+	1	0.195948	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055466-101055488:+	1	0.195948	N	mature,MIMAT0002176
hsa-mir-486-1	hg38:chr8:41660442-41660464:-	1	0.195948	N	mature,MIMAT0004762
hsa-mir-486-1	hg38:chr8:41660483-41660504:-	1	0.195948	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660483-41660506:-	2	0.391896	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660484-41660506:-	1571	307.833993	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660485-41660504:-	1	0.195948	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660485-41660506:-	860	168.515108	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660485-41660507:-	1	0.195948	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660486-41660506:-	109	21.358310	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660486-41660507:-	1	0.195948	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660492-41660507:-	1	0.195948	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660443-41660465:+	4	0.783791	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660463:+	1	0.195948	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660464:+	97	19.006937	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660465:+	940	184.190932	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660466:+	1549	303.523141	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660467:+	3	0.587843	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660446-41660466:+	1	0.195948	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660486-41660507:+	1	0.195948	N	mature,MIMAT0004762
hsa-mir-487a	hg38:chr14:101052438-101052458:+	1	0.195948	N	precursor
hsa-mir-487a	hg38:chr14:101052458-101052478:+	2	0.391896	N	mature,MIMAT0026559
hsa-mir-487a	hg38:chr14:101052458-101052479:+	11	2.155426	N	mature,MIMAT0026559
hsa-mir-487a	hg38:chr14:101052458-101052480:+	111	21.750206	N	mature,MIMAT0026559
hsa-mir-487a	hg38:chr14:101052494-101052514:+	1	0.195948	N	mature,MIMAT0002178
hsa-mir-487a	hg38:chr14:101052494-101052515:+	1	0.195948	N	mature,MIMAT0002178
hsa-mir-487a	hg38:chr14:101052494-101052516:+	93	18.223145	N	mature,MIMAT0002178
hsa-mir-487a	hg38:chr14:101052494-101052517:+	4	0.783791	N	mature,MIMAT0002178
hsa-mir-487a	hg38:chr14:101052495-101052517:+	1	0.195948	N	mature,MIMAT0002178
hsa-mir-487b	hg38:chr14:101046468-101046488:+	1	0.195948	N	mature,MIMAT0026614
hsa-mir-487b	hg38:chr14:101046469-101046490:+	3	0.587843	N	mature,MIMAT0026614
hsa-mir-487b	hg38:chr14:101046469-101046491:+	9	1.763530	N	mature,MIMAT0026614
hsa-mir-487b	hg38:chr14:101046469-101046492:+	1	0.195948	N	mature,MIMAT0026614
hsa-mir-487b	hg38:chr14:101046470-101046490:+	1	0.195948	N	mature,MIMAT0026614
hsa-mir-487b	hg38:chr14:101046470-101046491:+	7	1.371635	N	mature,MIMAT0026614
hsa-mir-487b	hg38:chr14:101046505-101046523:+	1	0.195948	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046505-101046525:+	7	1.371635	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046505-101046526:+	151	29.588118	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046505-101046527:+	809	158.521770	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046505-101046528:+	51	9.993338	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046526:+	3	0.587843	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046527:+	15	2.939217	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046528:+	73	14.304189	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046529:+	1	0.195948	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046527:+	22	4.310852	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046528:+	138	27.040796	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046529:+	12	2.351374	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046530:+	1	0.195948	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046508-101046530:+	1	0.195948	N	mature,MIMAT0003180
hsa-mir-488	hg38:chr1:177029372-177029395:-	1	0.195948	N	mature,MIMAT0004763
hsa-mir-488	hg38:chr1:177029373-177029395:-	8	1.567582	N	mature,MIMAT0004763
hsa-mir-488	hg38:chr1:177029373-177029396:-	4	0.783791	N	mature,MIMAT0004763
hsa-mir-488	hg38:chr1:177029374-177029395:-	71	13.912294	N	mature,MIMAT0004763
hsa-mir-488	hg38:chr1:177029374-177029396:-	4	0.783791	N	mature,MIMAT0004763
hsa-mir-488	hg38:chr1:177029375-177029395:-	75	14.696085	N	mature,MIMAT0004763
hsa-mir-488	hg38:chr1:177029375-177029396:-	22	4.310852	N	mature,MIMAT0004763
hsa-mir-488	hg38:chr1:177029376-177029395:-	9	1.763530	N	mature,MIMAT0004763
hsa-mir-488	hg38:chr1:177029376-177029396:-	5	0.979739	N	mature,MIMAT0004763
hsa-mir-488	hg38:chr1:177029377-177029395:-	1	0.195948	N	mature,MIMAT0004763
hsa-mir-488	hg38:chr1:177029409-177029432:-	3	0.587843	N	mature,MIMAT0002804
hsa-mir-488	hg38:chr1:177029409-177029433:-	8	1.567582	N	mature,MIMAT0002804
hsa-mir-488	hg38:chr1:177029410-177029432:-	8	1.567582	N	mature,MIMAT0002804
hsa-mir-488	hg38:chr1:177029410-177029433:-	113	22.142101	N	mature,MIMAT0002804
hsa-mir-488	hg38:chr1:177029411-177029433:-	17	3.331113	N	mature,MIMAT0002804
hsa-mir-488	hg38:chr1:177029412-177029433:-	32	6.270330	N	mature,MIMAT0002804
hsa-mir-488	hg38:chr1:177029413-177029433:-	15	2.939217	N	mature,MIMAT0002804
hsa-mir-488	hg38:chr1:177029414-177029433:-	3	0.587843	N	mature,MIMAT0002804
hsa-mir-489	hg38:chr7:93483948-93483969:-	2	0.391896	N	mature,MIMAT0002805
hsa-mir-490	hg38:chr7:136903205-136903225:+	3	0.587843	N	mature,MIMAT0004764
hsa-mir-490	hg38:chr7:136903239-136903260:+	1	0.195948	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903239-136903261:+	7	1.371635	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903239-136903262:+	5	0.979739	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903239-136903263:+	4	0.783791	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903240-136903263:+	1	0.195948	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903240-136903264:+	1	0.195948	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903241-136903262:+	1	0.195948	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903241-136903263:+	1	0.195948	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903241-136903264:+	12	2.351374	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903242-136903261:+	2	0.391896	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903242-136903262:+	1	0.195948	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903242-136903263:+	19	3.723008	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903242-136903264:+	359	70.345260	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903242-136903265:+	27	5.290591	N	mature,MIMAT0002806
hsa-mir-490	hg38:chr7:136903242-136903266:+	1	0.195948	N	mature,MIMAT0002806
hsa-mir-491	hg38:chr9:20716119-20716142:+	3	0.587843	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716120-20716138:+	1	0.195948	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716120-20716139:+	7	1.371635	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716120-20716141:+	28	5.486538	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716120-20716142:+	225	44.088255	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716120-20716143:+	3	0.587843	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716120-20716144:+	2	0.391896	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716121-20716142:+	2	0.391896	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716121-20716144:+	1	0.195948	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716122-20716142:+	2	0.391896	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716122-20716143:+	2	0.391896	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716122-20716145:+	21	4.114904	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716154-20716174:+	3	0.587843	N	mature,MIMAT0004765
hsa-mir-491	hg38:chr9:20716154-20716175:+	6	1.175687	N	mature,MIMAT0004765
hsa-mir-491	hg38:chr9:20716154-20716176:+	41	8.033860	N	mature,MIMAT0004765
hsa-mir-491	hg38:chr9:20716155-20716176:+	5	0.979739	N	mature,MIMAT0004765
hsa-mir-491	hg38:chr9:20716155-20716177:+	6	1.175687	N	mature,MIMAT0004765
hsa-mir-493	hg38:chr14:100869075-100869096:+	3	0.587843	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869097:+	16	3.135165	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869116-100869137:+	2	0.391896	N	mature,MIMAT0003161
hsa-mir-493	hg38:chr14:100869116-100869138:+	10	1.959478	N	mature,MIMAT0003161
hsa-mir-494	hg38:chr14:101029648-101029670:+	1	0.195948	N	mature,MIMAT0026607
hsa-mir-494	hg38:chr14:101029681-101029702:+	3	0.587843	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029681-101029703:+	3	0.587843	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029681-101029704:+	35	6.858173	N	mature,MIMAT0002816
hsa-mir-495	hg38:chr14:101033768-101033788:+	1	0.195948	N	mature,MIMAT0022924
hsa-mir-495	hg38:chr14:101033768-101033789:+	2	0.391896	N	mature,MIMAT0022924
hsa-mir-495	hg38:chr14:101033768-101033790:+	15	2.939217	N	mature,MIMAT0022924
hsa-mir-495	hg38:chr14:101033804-101033823:+	1	0.195948	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033804-101033824:+	4	0.783791	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033804-101033825:+	77	15.087981	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033804-101033826:+	1170	229.258925	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033804-101033827:+	549	107.575342	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033804-101033828:+	5	0.979739	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033805-101033826:+	12	2.351374	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033805-101033827:+	85	16.655563	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033806-101033826:+	1	0.195948	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033806-101033827:+	6	1.175687	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033806-101033828:+	2	0.391896	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033807-101033826:+	1	0.195948	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033807-101033827:+	2	0.391896	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033809-101033826:+	1	0.195948	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033810-101033827:+	1	0.195948	N	mature,MIMAT0002817
hsa-mir-496	hg38:chr14:101060571-101060596:+	1	0.195948	N	unannotated
hsa-mir-496	hg38:chr14:101060575-101060596:+	6	1.175687	N	unannotated
hsa-mir-496	hg38:chr14:101060576-101060596:+	1	0.195948	N	unannotated
hsa-mir-496	hg38:chr14:101060628-101060645:+	1	0.195948	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060628-101060649:+	31	6.074382	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060628-101060650:+	125	24.493475	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060628-101060651:+	2	0.391896	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060629-101060651:+	1	0.195948	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060630-101060649:+	1	0.195948	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060630-101060650:+	5	0.979739	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060630-101060651:+	99	19.398832	N	mature,MIMAT0002818
hsa-mir-497	hg38:chr17:7017938-7017960:-	2	0.391896	N	mature,MIMAT0004768
hsa-mir-497	hg38:chr17:7017938-7017961:-	1	0.195948	N	mature,MIMAT0004768
hsa-mir-497	hg38:chr17:7017939-7017960:-	1	0.195948	N	mature,MIMAT0004768
hsa-mir-497	hg38:chr17:7017939-7017961:-	1	0.195948	N	mature,MIMAT0004768
hsa-mir-497	hg38:chr17:7017939-7017962:-	1	0.195948	N	mature,MIMAT0004768
hsa-mir-497	hg38:chr17:7017977-7017999:-	1	0.195948	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017977-7018000:-	3	0.587843	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017978-7018000:-	35	6.858173	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017979-7017999:-	1	0.195948	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017979-7018000:-	52	10.189286	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017980-7018000:-	2	0.391896	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017981-7018000:-	1	0.195948	N	mature,MIMAT0002820
hsa-mir-498	hg38:chr19:53674230-53674250:+	1	0.195948	N	mature,MIMAT0002824
hsa-mir-4999	hg38:chr19:8389336-8389358:-	2	0.391896	N	mature,MIMAT0021017
hsa-mir-4999	hg38:chr19:8389339-8389361:-	3	0.587843	N	mature,MIMAT0021017
hsa-mir-4999	hg38:chr19:8389340-8389361:-	2	0.391896	N	mature,MIMAT0021017
hsa-mir-4999	hg38:chr19:8389341-8389361:-	2	0.391896	N	mature,MIMAT0021017
hsa-mir-4999	hg38:chr19:8389342-8389363:-	1	0.195948	N	mature,MIMAT0021017
hsa-mir-4999	hg38:chr19:8389343-8389361:-	1	0.195948	N	mature,MIMAT0021017
hsa-mir-4999	hg38:chr19:8389343-8389363:-	1	0.195948	N	mature,MIMAT0021017
hsa-mir-499a	hg38:chr20:34990408-34990429:+	5	0.979739	N	mature,MIMAT0002870
hsa-mir-499a	hg38:chr20:34990408-34990430:+	3	0.587843	N	mature,MIMAT0002870
hsa-mir-499a	hg38:chr20:34990444-34990466:+	2	0.391896	N	mature,MIMAT0004772
hsa-mir-5000	hg38:chr2:75090873-75090894:+	3	0.587843	N	mature,MIMAT0021020
hsa-mir-5000	hg38:chr2:75090873-75090895:+	2	0.391896	N	mature,MIMAT0021020
hsa-mir-5001	hg38:chr2:232550493-232550515:-	1	0.195948	N	mature,MIMAT0021022
hsa-mir-5001	hg38:chr2:232550494-232550515:-	1	0.195948	N	mature,MIMAT0021022
hsa-mir-5001	hg38:chr2:232550528-232550548:-	1	0.195948	N	mature,MIMAT0021021
hsa-mir-5001	hg38:chr2:232550530-232550554:-	1	0.195948	N	mature,MIMAT0021021
hsa-mir-5001	hg38:chr2:232550531-232550554:-	2	0.391896	N	mature,MIMAT0021021
hsa-mir-5001	hg38:chr2:232550537-232550560:-	1	0.195948	N	mature,MIMAT0021021
hsa-mir-5002	hg38:chr3:124132949-124132972:+	2	0.391896	N	mature,MIMAT0021023
hsa-mir-5002	hg38:chr3:124132949-124132973:+	4	0.783791	N	mature,MIMAT0021023
hsa-mir-5003	hg38:chr5:172662187-172662210:+	2	0.391896	N	mature,MIMAT0021025
hsa-mir-5006	hg38:chr13:41568307-41568327:-	1	0.195948	N	mature,MIMAT0021034
hsa-mir-500a	hg38:chrX:50008443-50008463:+	1	0.195948	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008465:+	11	2.155426	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008466:+	7	1.371635	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008468:+	1	0.195948	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008481-50008501:+	1	0.195948	Y	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008502:+	2	0.391896	Y	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008504:+	11	2.155426	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008505:+	5	0.979739	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008503:+	4	0.783791	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008504:+	145	28.412431	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008505:+	465	91.115727	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008483-50008505:+	5	0.979739	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008483-50008506:+	1	0.195948	N	mature,MIMAT0002871
hsa-mir-500b	hg38:chrX:50010681-50010701:+	1	0.195948	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010703:+	11	2.155426	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010704:+	7	1.371635	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010706:+	1	0.195948	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010719-50010742:+	4	0.783791	N	mature,MIMAT0027032
hsa-mir-500b	hg38:chrX:50010720-50010742:+	2	0.391896	N	mature,MIMAT0027032
hsa-mir-501	hg38:chrX:50009735-50009756:+	1	0.195948	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009735-50009757:+	3	0.587843	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009735-50009758:+	1	0.195948	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009735-50009759:+	2	0.391896	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009772-50009791:+	2	0.391896	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009793:+	2	0.391896	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009794:+	40	7.837912	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009795:+	74	14.500137	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009796:+	2	0.391896	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009773-50009794:+	2	0.391896	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009773-50009795:+	6	1.175687	N	mature,MIMAT0004774
hsa-mir-5010	hg38:chr17:42514208-42514229:+	4	0.783791	N	mature,MIMAT0021043
hsa-mir-5010	hg38:chr17:42514208-42514230:+	2	0.391896	N	mature,MIMAT0021043
hsa-mir-5010	hg38:chr17:42514267-42514288:+	1	0.195948	N	mature,MIMAT0021044
hsa-mir-5010	hg38:chr17:42514267-42514289:+	23	4.506799	N	mature,MIMAT0021044
hsa-mir-5010	hg38:chr17:42514267-42514290:+	4	0.783791	N	mature,MIMAT0021044
hsa-mir-5010	hg38:chr17:42514268-42514290:+	1	0.195948	N	mature,MIMAT0021044
hsa-mir-502	hg38:chrX:50014649-50014669:+	1	0.195948	Y	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014670:+	2	0.391896	Y	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014671:+	9	1.763530	N	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014672:+	8	1.567582	N	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014673:+	1	0.195948	N	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014650-50014673:+	2	0.391896	N	mature,MIMAT0004775
hsa-mir-503	hg38:chrX:134546371-134546394:-	12	2.351374	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546372-134546394:-	1	0.195948	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546374-134546394:-	1	0.195948	N	mature,MIMAT0002874
hsa-mir-504	hg38:chrX:138667753-138667777:-	1	0.195948	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667754-138667777:-	1	0.195948	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667757-138667781:-	1	0.195948	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667759-138667781:-	4	0.783791	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667759-138667782:-	2	0.391896	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667760-138667781:-	60	11.756868	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667760-138667782:-	4	0.783791	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667761-138667781:-	9	1.763530	N	mature,MIMAT0002875
hsa-mir-504	hg38:chrX:138667761-138667782:-	5	0.979739	N	mature,MIMAT0002875
hsa-mir-505	hg38:chrX:139924158-139924180:-	5	0.979739	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924158-139924181:-	16	3.135165	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924158-139924182:-	2	0.391896	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924159-139924181:-	7	1.371635	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924159-139924182:-	5	0.979739	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924160-139924180:-	1	0.195948	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924160-139924181:-	6	1.175687	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924160-139924182:-	14	2.743269	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924161-139924182:-	3	0.587843	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924162-139924181:-	1	0.195948	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924162-139924182:-	1	0.195948	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924194-139924218:-	1	0.195948	N	mature,MIMAT0004776
hsa-mir-505	hg38:chrX:139924195-139924218:-	11	2.155426	N	mature,MIMAT0004776
hsa-mir-505	hg38:chrX:139924196-139924218:-	5	0.979739	N	mature,MIMAT0004776
hsa-mir-505	hg38:chrX:139924197-139924218:-	1	0.195948	N	mature,MIMAT0004776
hsa-mir-508	hg38:chrX:147236945-147236966:-	5	0.979739	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236945-147236968:-	37	7.250069	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236946-147236968:-	31	6.074382	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236947-147236968:-	2	0.391896	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236948-147236968:-	3	0.587843	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236980-147237003:-	1	0.195948	N	mature,MIMAT0004778
hsa-mir-5088	hg38:chr19:49682173-49682194:+	1	0.195948	N	mature,MIMAT0027041
hsa-mir-5090	hg38:chr7:102465751-102465773:+	1	0.195948	N	mature,MIMAT0021082
hsa-mir-5091	hg38:chr4:13627861-13627879:+	1	0.195948	N	mature,MIMAT0021083
hsa-mir-5091	hg38:chr4:13627861-13627883:+	1	0.195948	N	mature,MIMAT0021083
hsa-mir-509-1	hg38:chrX:147260551-147260572:-	1	0.195948	N	mature,MIMAT0002881
hsa-mir-509-2	hg38:chrX:147258774-147258797:-	3	0.587843	N	mature,MIMAT0002881
hsa-mir-509-2	hg38:chrX:147258775-147258797:-	4	0.783791	N	mature,MIMAT0002881
hsa-mir-509-3	hg38:chrX:147259661-147259682:-	1	0.195948	N	mature,MIMAT0002881
hsa-mir-509-3	hg38:chrX:147259661-147259684:-	1	0.195948	N	mature,MIMAT0002881
hsa-mir-509-3	hg38:chrX:147259662-147259682:-	1	0.195948	N	mature,MIMAT0002881
hsa-mir-509-3	hg38:chrX:147259662-147259684:-	3	0.587843	N	mature,MIMAT0002881
hsa-mir-509-3	hg38:chrX:147259696-147259718:-	4	0.783791	N	mature,MIMAT0004975
hsa-mir-511	hg38:chr10:17845122-17845143:+	2	0.391896	N	mature,MIMAT0002808
hsa-mir-511	hg38:chr10:17845122-17845144:+	2	0.391896	N	mature,MIMAT0002808
hsa-mir-511	hg38:chr10:17845122-17845145:+	1	0.195948	N	mature,MIMAT0002808
hsa-mir-512-2	hg38:chr19:53669177-53669200:+	1	0.195948	N	mature,MIMAT0002822
hsa-mir-514a-1	hg38:chrX:147279266-147279287:-	2	0.391896	N	mature,MIMAT0002883
hsa-mir-514a-1	hg38:chrX:147279266-147279289:-	1	0.195948	N	mature,MIMAT0002883
hsa-mir-514a-1	hg38:chrX:147279267-147279289:-	1	0.195948	N	mature,MIMAT0002883
hsa-mir-514a-1	hg38:chrX:147279303-147279324:-	1	0.195948	N	mature,MIMAT0022702
hsa-mir-514a-2	hg38:chrX:147281957-147281978:-	3	0.587843	N	mature,MIMAT0002883
hsa-mir-514a-3	hg38:chrX:147284655-147284676:-	1	0.195948	N	mature,MIMAT0002883
hsa-mir-514a-3	hg38:chrX:147284655-147284677:-	1	0.195948	N	mature,MIMAT0002883
hsa-mir-514a-3	hg38:chrX:147284655-147284678:-	4	0.783791	N	mature,MIMAT0002883
hsa-mir-514a-3	hg38:chrX:147284656-147284678:-	2	0.391896	N	mature,MIMAT0002883
hsa-mir-516a-1	hg38:chr19:53756756-53756777:+	1	0.195948	N	mature,MIMAT0004770
hsa-mir-516a-1	hg38:chr19:53756756-53756779:+	1	0.195948	N	mature,MIMAT0004770
hsa-mir-516a-2	hg38:chr19:53761148-53761169:+	1	0.195948	N	mature,MIMAT0004770
hsa-mir-516a-2	hg38:chr19:53761148-53761170:+	2	0.391896	N	mature,MIMAT0004770
hsa-mir-516a-2	hg38:chr19:53761148-53761171:+	2	0.391896	N	mature,MIMAT0004770
hsa-mir-517a	hg38:chr19:53712321-53712343:+	3	0.587843	Y	mature,MIMAT0002852
hsa-mir-517b	hg38:chr19:53721118-53721140:+	3	0.587843	Y	mature,MIMAT0002857
hsa-mir-5187	hg38:chr1:161227195-161227215:+	1	0.195948	N	mature,MIMAT0021117
hsa-mir-5187	hg38:chr1:161227195-161227216:+	4	0.783791	N	mature,MIMAT0021117
hsa-mir-5187	hg38:chr1:161227195-161227217:+	11	2.155426	N	mature,MIMAT0021117
hsa-mir-518a-1	hg38:chr19:53731057-53731079:+	1	0.195948	N	mature,MIMAT0002863
hsa-mir-518a-2	hg38:chr19:53739348-53739369:+	1	0.195948	Y	mature,MIMAT0005457
hsa-mir-518b	hg38:chr19:53702787-53702809:+	2	0.391896	N	mature,MIMAT0002844
